SP_CODE,SpCodeTaxon,Accepted,CorrectedTaxonName,Level,Phylum,Class,Order,Family,Genus,Species,OrganismCategory,OrgCat2,OrgCatAbbrev,OrgCat3,PloverPrey,PreyCat,Common Name,Comments
E415,Brasilomysis castroi,yes,Brasilomysis castroi,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Brasilomysis,castroi,mysid,other,O,mysid,No,,,
E417,Paratanais sp.,yes,Paratanais sp.,Genus,Arthropoda,Malacostraca,Tanaidacea,Paratanaidae,Paratanais,na,tanaid,other,O,tanaid,No,,,
E419,Ampelisca agassizi,yes,Ampelisca agassizi,Species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,agassizi,amphipod,amphipod,A,amphipod,No,,,
E427,Acanthohaustorius pansus,yes,Acanthohaustorius pansus,Species,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius,pansus,amphipod,amphipod,A,amphipod,Yes,haustorid,,
E433,Cyclaspis pustulata,yes,Cyclaspis pustulata,Species,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Cyclaspis,pustulata,cumacean,other,O,cumacean,No,,,
E436,Tanaissus psammophilus,yes,Tanaissus psammophilus,Species,Arthropoda,Malacostraca,Tanaidacea,Tanaissuidae,Tanaissus,psammophilus,tanaid,other,O,tanaid,No,,,
E437,Unciola irrorata,yes,Unciola irrorata,Species,Arthropoda,Malacostraca,Amphipoda,Unciolidae,Unciola,irrorata,amphipod,amphipod,A,amphipod,No,,,
E440,Haustorius canadensis,yes,Haustorius canadensis,Species,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius,canadensis,amphipod,amphipod,A,amphipod,Yes,haustorid,,
E441,Bopyridae,yes,Bopyridae,Family,Arthropoda,Malacostraca,Isopoda,Bopyridae,na,na,isopod,other,O,isopod,No,,,
E444,Uhlorchestia sp.,yes,Uhlorchestia sp.,Genus,Arthropoda,Malacostraca,Amphipoda,Talitridae,Uhlorchestia,na,amphipod,amphipod,A,amphipod,No,,,
E445,Aegathoa medialis,yes,Aegathoa medialis,Species,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Aegathoa,medialis,isopod,other,O,isopod,No,,,Not on Worms
E449,Liljeborgiidae,yes,Liljeborgiidae,Family,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,na,na,amphipod,amphipod,A,amphipod,No,,,
E451,Photidae,yes,Photidae,Family,Arthropoda,Malacostraca,Amphipoda,Photidae,na,na,amphipod,amphipod,A,amphipod,No,,,
E452,Rhepoxynius hudsoni,yes,Rhepoxynius hudsoni,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,hudsoni,amphipod,amphipod,A,amphipod,No,,,
E455,Rhepoxynius sp.,yes,Rhepoxynius sp.,Genus,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,na,amphipod,amphipod,A,amphipod,No,,,
E456,Eurydice sp.,yes,Eurydice sp.,Genus,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Eurydice,na,isopod,other,O,isopod,No,,,
E457,Ampelisca macrocephala,yes,Ampelisca macrocephala,Species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,macrocephala,amphipod,amphipod,A,amphipod,No,,,
E458,Leptognathia sp.,no,Thorkelius,Genus,Arthropoda,Malacostraca,Tanaidacea,Anarthruridae,Thorkelius,na,tanaid,other,O,tanaid,No,,,
E459,Corophium aquafuscum,no,Americorophium aquafuscum,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,aquafuscum,amphipod,amphipod,A,amphipod,Yes,corophid,,Repeat
E462,Bateidae,yes,Bateidae,Family,Arthropoda,Malacostraca,Amphipoda,Bateidae,na,na,amphipod,amphipod,A,amphipod,No,,,
E465,Leptocheirus plumulosus,yes,Leptocheirus plumulosus,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus,plumulosus,amphipod,amphipod,A,amphipod,Yes,corophid,,
E466,Paracaprella sp.,yes,Paracaprella sp.,Genus,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Paracaprella,na,amphipod,amphipod,A,amphipod,No,,,
E467,Parahaustorius sp.,yes,Parahaustorius sp.,Genus,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius,na,amphipod,amphipod,A,amphipod,Yes,haustorid,,
E469,Campylaspis affinis,yes,Campylaspis affinis,Species,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,affinis,cumacean,other,O,cumacean,No,,,
F001,Limulus polyphemus,yes,Limulus polyphemus,Species,Arthropoda,Merostomata,Xiphosurida,Limulidae,Limulus,polyphemus,horseshoe crab,other,O,horseshoe crab,No,,horseshoe crab,
F002,Amphipoda,yes,Amphipoda,Order,Arthropoda,Malacostraca,Amphipoda,na,na,na,amphipod,amphipod,A,amphipod,No,,,
F003,Pycnogonida,yes,Pycnogonida,Class,Arthropoda,Pycnogonida,na,na,na,na,pycnogonid,other,O,pycnogonid,No,,,
F004,Tanystylum orbiculare,yes,Tanystylum orbiculare,Species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Tanystylum,orbiculare,pycnogonid,other,O,pycnogonid,No,,,
F007,Anoplodactylus lentus,yes,Anoplodactylus lentus,Species,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,lentus,pycnogonid,other,O,pycnogonid,No,,lentil sea spider,
F008,Callipallene brevirostrum,no,Callipallene brevirostris,Species,Arthropoda,Pycnogonida,Pantopoda,Callipallenidae,Callipallene,brevirostris,pycnogonid,other,O,pycnogonid,No,,,
F017,Nymphopsis duodorsospinosa,yes,Nymphopsis duodorsospinosa,Species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Nymphopsis,duodorsospinosa,pycnogonid,other,O,pycnogonid,No,,,
F031,Diptera,yes,Diptera,Order,Arthropoda,Insecta,Diptera,na,na,na,insect,insect,I,insect,Yes,insects&more,true flies,
F033,Arachnida,yes,Arachnida,Class,Arthropoda,Arachnida,na,na,na,na,arachnid,other,O,arachnid,Yes,insects&more,arachnids,
F035,Insecta,yes,Insecta,Class,Arthropoda,Insecta,na,na,na,na,insect,insect,I,insect,Yes,insects&more,,
F036,Nymphonidae,yes,Nymphonidae,Family,Arthropoda,Insecta,Pantopoda,Nymphonidae,na,na,insect,insect,I,insect,Yes,insects&more,,
F040,Nymphon floridanum,yes,Nymphon floridanum,Species,Arthropoda,Insecta,Pantopoda,Nymphonidae,Nymphon,floridanum,insect,insect,I,insect,Yes,insects&more,,
F042,Phoxichilidium femoratum,yes,Phoxichilidium femoratum,Species,Arthropoda,Insecta,Pantopoda,Phoxichilidiidae,Phoxichilidium,femoratum,insect,insect,I,insect,Yes,insects&more,,
F043,Achelia scabra,yes,Achelia scabra,Species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,scabra,pycnogonid,other,O,pycnogonid,No,,,
F044,Achelia sp.,yes,Achelia sp.,Genus,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,na,pycnogonid,other,O,pycnogonid,No,,,
F046,Phoxichilidiidae,yes,Phoxichilidiidae,Family,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,na,na,pycnogonid,other,O,pycnogonid,No,,,
F047,Achelia sawayai,yes,Achelia sawayai,Species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,sawayai,pycnogonid,other,O,pycnogonid,No,,,
F050,Anoplodactylus sp.,yes,Anoplodactylus sp.,Genus,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,na,pycnogonid,other,O,pycnogonid,No,,,
F089,Dolichopodidae,yes,Dolichopodidae,Family,Arthropoda,Insecta,Diptera,Dolichopodidae,na,na,insect,insect,I,insect,Yes,insects&more,,
F096,Corixidae,yes,Corixidae,Family,Arthropoda,Insecta,Hemiptera,Corixidae,na,na,insect,insect,I,insect,Yes,insects&more,,"""accepted"" grayed out"
F097,Chironomidae,yes,Chironomidae,Family,Arthropoda,Insecta,Diptera,Chironomidae,na,na,insect,insect,I,insect,Yes,insects&more,non-biting midges,
F101,Coleoptera,yes,Coleoptera,Order,Arthropoda,Insecta,Coleoptera,na,na,na,insect,insect,I,insect,Yes,insects&more,beetles,
F104,Collembola,yes,Collembola,Class,Arthropoda,Collembola,na,na,na,na,springtail (insect-like),insect,O,springtail (insect-like),Yes,insects&more,springtails,
F118,Formicidae,yes,Formicidae,Family,Arthropoda,Insecta,Hymenoptera,Formicidae,na,na,insect,insect,I,insect,Yes,insects&more,ants,
F125,Araneae,yes,Araneae,Order,Arthropoda,Arachnida,Araneae,na,na,na,arachnid,other,O,arachnid,Yes,insects&more,true spiders,"""accepted"" is grayed out"
G012,Copepoda,yes,Copepoda,Subclass,Arthropoda,Hexanauplia,na,na,na,na,copepod,,,,No,,copepod,DO NOT INCLUDE in benthos analyses (just in zooplankton/diet)
H001,Renilla reniformis,yes,Renilla reniformis,Species,Cnidaria,Anthozoa,Pennatulacea,Renillidae,Renilla,reniformis,cnidarian,other,O,cnidarian,No,,sea pansy,
H247,Cnidaria,yes,Cnidaria,Phylum,Cnidaria,na,na,na,na,na,cnidarian,other,O,cnidarian,No,,,
H249,Scyphozoa,yes,Scyphozoa,Class,Cnidaria,Scyphozoa,na,na,na,na,cnidarian,other,O,cnidarian,No,,,
H288,Actinaria,yes,Actiniaria,Order,Cnidaria,Anthozoa,Actinaria,na,na,na,cnidarian,other,O,cnidarian,No,,,
H300,Hydroides,yes,Hydroides,Genus,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,na,polychaete,polychaete,P,polychaete,No,,,Hydroidea changed to Hydrodies 
H302,Astrangia sp.,yes,Astrangia sp.,Genus,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,na,cnidarian,other,O,cnidarian,No,,,
H378,Cerianthidae,yes,Cerianthidae,Family,Cnidaria,Anthozoa,Spirularia,Cerianthidae,na,na,cnidarian,other,O,cnidarian,No,,,
I022,Turbellaria,no,Turbellaria,Class,Platyhelminthes,Turbellaria,na,na,na,na,flatworm,other,O,flatworm,No,,,
I023,Platyhelminthes,yes,Platyhelminthes,Phylum,Platyhelminthes,na,na,na,na,na,flatworm,other,O,flatworm,No,,,
I505,Carinomella lactea,yes,Carinomella lactea,Species,Nemertea,Palaeonemertea,na,Carinomidae,Carinomella,lactea,nemertean worm,other,O,nemertean worm,No,,,
I530,Nemertea,yes,Nemertea,Phylum,Nemertea,na,na,na,na,na,nemertean worm,other,O,nemertean worm,No,,,
I530A,Nemertea sp. A,yes,Nemertea,Phylum,Nemertea,na,na,na,na,na,nemertean worm,other,O,nemertean worm,No,,,
I530B,Nemertea sp. B,yes,Nemertea,Phylum,Nemertea,na,na,na,na,na,nemertean worm,other,O,nemertean worm,No,,,
I530C,Nemertea sp. C,yes,Nemertea,Phylum,Nemertea,na,na,na,na,na,nemertean worm,other,O,nemertean worm,No,,,
I530D,Nemertea sp. D,yes,Nemertea,Phylum,Nemertea,na,na,na,na,na,nemertean worm,other,O,nemertean worm,No,,,
I531,Heteronemertea,yes,Heteronemertea,Subclass,Nemertea,Anopla,na,na,na,na,nemertean worm,other,O,nemertean worm,No,,,
J001,Asterias forbesii,no,Asterias forbesi,Species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,forbesi,echinoderm,other,O,echinoderm,No,,common sea star,
J003,Astropecten articulatus,yes,Astropecten articulatus,Species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,articulatus,echinoderm,other,O,echinoderm,No,,,
J009,Luidia clathrata,yes,Luidia clathrata,Species,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,clathrata,echinoderm,other,O,echinoderm,No,,gray sea star,
J016,Leptosynapta sp.,yes,Leptosynapta sp.,Genus,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,na,echinoderm,other,O,echinoderm,No,,,
J017,Echinodermata,yes,Echinodermata,Phylum,Echinodermata,na,na,na,na,na,echinoderm,other,O,echinoderm,No,,,
J034,Ophiothrix angulata,yes,Ophiothrix angulata,Species,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiothrix,angulata,echinoderm,other,O,echinoderm,No,,angular brittle star,
J036,Ophiophragmus wurdemani,no,Ophiophragmus wurdemanii,Species,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiophragmus,wurdemani,echinoderm,other,O,echinoderm,No,,,
J044,Hemipholis elongata,yes,Hemipholis elongata,Species,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis,elongata,echinoderm,other,O,echinoderm,No,,,"Referred to IT IS: status is valid & indicators are verified.  WoRMS status: ""nomen dubium""."
J053,Sclerodactyla briareus,yes,Sclerodactyla briareus,Species,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Sclerodactyla,briareus,echinoderm,other,O,echinoderm,No,,,
J055,Thyonella gemmata,yes,Thyonella gemmata,Species,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Thyonella,gemmata,echinoderm,other,O,echinoderm,No,,,
J086,Ophiuroidea,yes,Ophiuroidea,Class,Echinodermata,Ophiuroidea,na,na,na,na,echinoderm,other,O,echinoderm,No,,,
J087,Amphiodia pulchella,yes,Amphiodia pulchella,Species,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiodia,pulchella,echinoderm,other,O,echinoderm,No,,,
J132,Holothuria sp.,yes,Holothuria sp.,Subgenus,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Cuvieria,na,echinoderm,other,O,echinoderm,No,,,
J134,Amphiodia sp.,yes,Amphiodia sp.,Genus,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiodia,na,echinoderm,other,O,echinoderm,No,,,
J172,Synaptidae,yes,Synaptidae,Family,Echinodermata,Holothuroidea,Apodida,Synaptidae,na,na,echinoderm,other,O,echinoderm,No,,,
J178,Thyone pawsoni,yes,Thyone pawsoni,Species,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Thyone,pawsoni,echinoderm,other,O,echinoderm,No,,,
J190,Leptosynapta tenuis,yes,Leptosynapta tenuis,Species,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,tenuis,echinoderm,other,O,echinoderm,No,,,
J212,Echinoidea,yes,Echinoidea,Class,Echinodermata,Echinoidea,na,na,na,na,echinoderm,other,O,echinoderm,No,,,
J214,Holothuroidea,yes,Holothuroidea,Class,Echinodermata,Holothuroidea,na,na,na,na,echinoderm,other,O,echinoderm,No,,,
J216,Asteroidea,yes,Asteroidea,Class,Echinodermata,Asteroidea,na,na,na,na,echinoderm,other,O,echinoderm,No,,,
J802,Hemichordata,yes,Hemichordata,Phylum,Hemichordata,na,na,na,na,na,hemichordate,other,O,hemichordate,No,,,
K501,Phoronis sp.,yes,Phoronis sp.,Genus,Phoronida,na,na,Phoronidae,Phoronis,na,phoronid,other,O,phoronid,No,,,"""accepted"" grayed out"
K504,Phoronida,yes,Phoronida,Phylum,Phoronida,na,na,na,na,na,phoronid,other,O,phoronid,No,,,
K601,Brachiopoda,yes,Brachiopoda,Phylum,Brachiopoda,na,na,na,na,na,brachiopod,other,O,brachiopod,No,,,"""accepted"" grayed out"
K602,Glottidia pyramidata,yes,Glottidia pyramidata,Species,Brachiopoda,Lingulata,Lingulata,Lingulidae,Glottidia,pyramidata,brachiopod,other,O,brachiopod,No,,,"""accepted"" grayed out"
L001,Nematoda,yes,Nematoda,Phylum,Nematoda,na,na,na,na,na,nematode,other,O,nematode,No,,,
L002,Enoplobranchus sanguineus,yes,Enoplobranchus sanguineus,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Enoplobranchus,sanguineus,polychaete,polychaete,P,polychaete,No,,,
M530,Discoporella umbellata,yes,Discoporella umbellata,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Cupuladriidae,Discoporella,umbellata,bryozoan,other,O,bryozoan,No,,,
M531,Cupuladria doma,yes,Cupuladria doma,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Cupuladriidae,Cupuladria,doma,bryozoan,other,O,bryozoan,No,,,
M563,Bryozoa,yes,Bryozoa,Phylum,Bryozoa,na,na,na,na,na,bryozoan,other,O,bryozoan,No,,,
N001,Nudibranchia,yes,Nudibranchia,Order,Mollusca,Gastropoda,Nudibranchia,na,na,na,gastropod,mollusk,M,gastropod,No,,,
N002,Olivella mutica,yes,Olivella mutica,Species,Mollusca,Gastropoda,Neogastropoda,Olivellidae,Olivella,mutica,gastropod,mollusk,M,gastropod,No,,,
N003,Strigilla mirabilis,yes,Strigilla mirabilis,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Strigilla,mirabilis,bivalve,mollusk,M,bivalve,No,,,
N004,Parvilucina multilineata,no,Parvilucina crenella,Species,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,crenella,bivalve,mollusk,M,bivalve,No,,,
N005,Diodora cayenensis,yes,Diodora cayenensis,Species,Mollusca,Gastropoda,na,Fissurellidae,Diodora,cayenensis,gastropod,mollusk,M,gastropod,No,,cayenne keyhole limpet,
N006,Natica pusilla,no,Tectonatica pusilla,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Tectonatica,pusilla,gastropod,mollusk,M,gastropod,No,,,
N012,Tellina probrina,no,Ameritella probrina,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Ameritella,probrina,bivalve,mollusk,M,bivalve,No,,,
N013,Tellina iris,no,Oudardia iris,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Oudardia,iris,bivalve,mollusk,M,bivalve,No,,,
N014,Tellina texana,no,Ameritella texana,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Ameritella,texana,bivalve,mollusk,M,bivalve,No,,,
N017,Mollusca,yes,Mollusca,Phylum,Mollusca,na,na,na,na,na,mollusk,mollusk,M,mollusk,No,,,
N025,Crassinella martinicensis,yes,Crassinella martinicensis,Species,Mollusca,Bivalvia,Carditida,Crassatellidae,Crassinella,martinicensis,bivalve,mollusk,M,bivalve,No,,,
N030,Ervilia concentrica,yes,Ervilia concentrica,Species,Mollusca,Bivalvia,Cardiida,Semelidae,Ervilia,concentrica,bivalve,mollusk,M,bivalve,No,,,
N031,Solenidae,yes,Solenidae,Family,Mollusca,Bivalvia,Adapedonta,Solenidae,na,na,bivalve,mollusk,M,bivalve,No,,,
N032,Acteocina candei,yes,Acteocina candei,Species,Mollusca,Gastropoda,Cephalaspidea,Acteocinidae,Acteocina,candei,gastropod,mollusk,M,gastropod,No,,,
N034,Columbellidae,yes,Columbellidae,Family,Mollusca,Gastropoda,Neogastropoda,Columbellidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N035,Pteromeris perplana,yes,Pteromeris perplana,Species,Mollusca,Bivalvia,Cardiida,Carditidae,Pteromeris,perplana,bivalve,mollusk,M,bivalve,No,,,
N038,Fissurellidae,yes,Fissurellidae,Family,Mollusca,Gastropoda,na,Fissurellidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N041,Polyplacophora,yes,Polyplacophora,Class,Mollusca,Polyplacophora,na,na,na,na,chiton,mollusk,M,chiton,No,,,
N046,Crepidula plana,yes,Crepidula plana,Species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,plana,gastropod,mollusk,M,gastropod,No,,eastern white slippersnail,
N047,Crepidula sp.,yes,Crepidula sp.,Genus,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,na,gastropod,mollusk,M,gastropod,No,,,
N049,Crepidula aculeata,no,Bostrycapulus aculeatus,Species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Bostrycapulus,aculeatus,gastropod,mollusk,M,gastropod,No,,,
N055,Pandora trilineata,yes,Pandora trilineata,Species,Mollusca,Bivalvia,na,Pandoridae,Pandora,trilineata,bivalve,mollusk,M,bivalve,No,,,
N056,Caecum pulchellum,yes,Caecum pulchellum,Species,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,pulchellum,gastropod,mollusk,M,gastropod,No,,beautiful caecum,
N057,Terebra sp.,yes,Terebra sp.,Genus,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,na,gastropod,mollusk,M,gastropod,No,,,
N060,Polinices duplicatus,no,Neverita duplicata,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,duplicata,gastropod,mollusk,M,gastropod,No,,shark eye,
N061,Polinices lacteus,yes,Polinices lacteus,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Polinices,lacteus,gastropod,mollusk,M,gastropod,No,,,
N064,Sinum perspectivum,yes,Sinum perspectivum,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Sinum,perspectivum,gastropod,mollusk,M,gastropod,No,,,
N066,Melanellidae,no,Eulimidae,Family,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,na,na,gastropod,mollusk,M,gastropod,No,,,
N068,Lucinidae,yes,Lucinidae,Family,Mollusca,Bivalvia,Lucinida,Lucinidae,na,na,bivalve,mollusk,M,bivalve,No,,,
N091,Urosalpinx cinerea,yes,Urosalpinx cinerea,Species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,cinerea,gastropod,mollusk,M,gastropod,No,,Atlantic oyster drill/American whelk tingle,
N092,Eupleura caudata,yes,Eupleura caudata,Species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Eupleura,caudata,gastropod,mollusk,M,gastropod,No,,,
N094,Costoanachis avara,yes,Costoanachis avara,Species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Costoanachis,avara,gastropod,mollusk,M,gastropod,No,,greedy dovesnail,
N096,Astyris lunata,yes,Astyris lunata,Species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Astyris,lunata,gastropod,mollusk,M,gastropod,No,,lunar dovesnail,
N101,Cantharus multangulus,yes,Cantharus multangulus,Species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Cantharus,multangulus,gastropod,mollusk,M,gastropod,No,,,Not on Worms
N104,Busycon carica,yes,Busycon carica,Species,Mollusca,Gastropoda,Neogastropoda,Busyconidae,Busycon,carica,gastropod,mollusk,M,gastropod,No,,,
N108,Nassarius vibex,no,Phrontis vibex,Species,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Phrontis,vibex,gastropod,mollusk,M,gastropod,No,,burised nassa,
N109,Nassarius albus,no,Tritia alba,Species,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,alba,gastropod,mollusk,M,gastropod,No,,,
N110,Nassarius trivittatus,no,Tritia trivittata,Species,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,trivittata,gastropod,mollusk,M,gastropod,No,,threeline mudsnail/New England nassa,
N119,Oliva sayana,no,Americoliva sayana,Species,Mollusca,Gastropoda,Neogastropoda,Olividae,Americoliva,sayana,gastropod,mollusk,M,gastropod,No,,,
N128,Musculus lateralis,yes,Musculus lateralis,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,lateralis,bivalve,mollusk,M,bivalve,No,,,
N154,Haminoea solitaria,yes,Haminoea solitaria,Species,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea,solitaria,gastropod,mollusk,M,gastropod,No,,,
N156,Pyramidella crenulata,no,Longchaeus suturalis,Species,Mollusca,Gastropoda,na,Pyramidellidae,Longchaeus,suturalis,gastropod,mollusk,M,gastropod,No,,,
N160,Turbonilla interrupta,yes,Turbonilla interrupta,Species,Mollusca,Gastropoda,na,Pyramidellidae,Turbonilla,interrupta,gastropod,mollusk,M,gastropod,No,,interrupted turbonille,
N161,Boonea seminuda,yes,Boonea seminuda,Species,Mollusca,Gastropoda,na,Pyramidellidae,Boonea,seminuda,gastropod,mollusk,M,gastropod,No,,,
N162,Boonea impressa,yes,Boonea impressa,Species,Mollusca,Gastropoda,na,Pyramidellidae,Boonea,impressa,gastropod,mollusk,M,gastropod,No,,,
N174,Chaetopleura apiculata,yes,Chaetopleura apiculata,Species,Mollusca,Polyplacophora,Chitonida,Chaetopleuridae,Chaetopleura,apiculata,chiton,mollusk,M,chiton,No,,eastern beaded chiton,
N177,Dentalium eboreum,no,Graptacme eborea,Species,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Graptacme,eborea,tusk shell,mollusk,M,tusk shell,No,,,
N180,Solemya velum,yes,Solemya velum,Species,Mollusca,Bivalvia,Solemyida,Solemyidae,Solemya,velum,bivalve,mollusk,M,bivalve,No,,,
N181,Nucula proxima,yes,Nucula proxima,Species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,proxima,bivalve,mollusk,M,bivalve,No,,Atlantic nutclam,
N187,Anadara ovalis,no,Lunarca ovalis,Species,Mollusca,Bivalvia,Arcida,Arcidae,Lunarca,ovalis,bivalve,mollusk,M,bivalve,No,,blood ark,
N188,Anadara notabilis,yes,Anadara notabilis,Species,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,notabilis,bivalve,mollusk,M,bivalve,No,,,
N191,Anadara transversa,yes,Anadara transversa,Species,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,transversa,bivalve,mollusk,M,bivalve,No,,transverse ark,
N192,Barbatia domingensis,yes,Barbatia domingensis,Species,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,domingensis,bivalve,mollusk,M,bivalve,No,,,
N193,Barbatia candida,yes,Barbatia candida,Species,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,candida,bivalve,mollusk,M,bivalve,No,,white-bearded ark clam,
N195,Noetia ponderosa,yes,Noetia ponderosa,Species,Mollusca,Bivalvia,Arcida,Noetiidae,Noetia,ponderosa,bivalve,mollusk,M,bivalve,No,,,
N198,Glycymeris americana,yes,Glycymeris americana,Species,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,americana,bivalve,mollusk,M,bivalve,No,,,
N202,Brachidontes exustus,yes,Brachidontes exustus,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Brachidontes,exustus,bivalve,mollusk,M,bivalve,No,,,
N204,Geukensia demissa,yes,Geukensia demissa,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,demissa,bivalve,mollusk,M,bivalve,No,,ribbed mussel,
N205,Modiolus americanus,yes,Modiolus americanus,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,americanus,bivalve,mollusk,M,bivalve,No,,,
N221,Anomia simplex,yes,Anomia simplex,Species,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,simplex,bivalve,mollusk,M,bivalve,No,,,
N227,Crassostrea virginica,yes,Crassostrea virginica,Species,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,virginica,bivalve,mollusk,M,bivalve,No,,eastern oyster,
N228,Ostrea equestris,no,Ostrea stentina,Species,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,stentina,bivalve,mollusk,M,bivalve,No,,crested oyster,
N230,Ostrea permolis,no,Ostrea permollis,Species,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,permollis,bivalve,mollusk,M,bivalve,No,,,
N236,Polymesoda caroliniana,yes,Polymesoda caroliniana,Species,Mollusca,Bivalvia,Venerida,Cyrenidae,Polymesoda,caroliniana,bivalve,mollusk,M,bivalve,No,,,
N255,Trachycardium egmontianum,yes,Trachycardium egmontianum,Species,Mollusca,Bivalvia,Cardiida,Carditidae,Trachycardium,egmontianum,bivalve,mollusk,M,bivalve,No,,,
N263,Mercenaria mercenaria,yes,Mercenaria mercenaria,Species,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,mercenaria,bivalve,mollusk,M,bivalve,No,,Northern quahog,
